transaction_id,account_id,amount,date,name,merchant_name,category,pending,payment_channel,transaction_type,location,created_at,updated_at
oqWqlBaKyAckmpLgrJNMIBWK166yENfoqEj8L,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,500.00,2025-10-26,Tectra Inc,,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.416501,2025-11-20 22:41:26.180983
Emnm85Xq3ZCGABJ15Z6psgnXeWWPNqS4xbykb,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,2078.50,2025-10-25,AUTOMATIC PAYMENT - THANK,,,f,online,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.416561,2025-11-20 22:41:26.181011
9151PAXb6BfAgxRbaEKpIPDPNR9Pvkikg1Qjz,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,500.00,2025-09-25,KFC,KFC,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.417553,2025-11-20 22:41:26.181495
yNDN4e1PrBiBnbWejZKMcpRprv6pqKiowmXx1,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,500.00,2025-09-25,Madison Bicycle Shop,,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.417616,2025-11-20 22:41:26.181523
8MvMNkXnZzHr97Z1dQDahK6KwZEKpvhg86Lqr,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,500.00,2025-08-26,KFC,KFC,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.418448,2025-11-20 22:41:26.181956
gnNnE5qR71iNAjG7e1ogCZLZRj1ZzmuP5BnW4,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,500.00,2025-08-26,Madison Bicycle Shop,,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.418497,2025-11-20 22:41:26.181982
bkwkLJnby7uQAdWN4Mq6U9B93dP9JzIE7jZ8e,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,500.00,2025-10-01,United Airlines,United Airlines,,f,in store,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.417329,2025-11-20 22:41:26.181388
Qx7xr5yjZntxvBgR5GVyTPwPDEgP6jiZDXEqV,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,6.33,2025-09-29,Uber 072515 SF**POOL**,Uber,,f,online,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.417385,2025-11-20 22:41:26.181414
mRaRmkxlAEC6a1VJq5W3sK7Kjz3KxWh9XNd6l,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,500.00,2025-09-26,Tectra Inc,,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.417441,2025-11-20 22:41:26.181441
vd3dxPQalKcKeGAM4DWZU4X43jK4vWFg1mkro,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,2078.50,2025-09-25,AUTOMATIC PAYMENT - THANK,,,f,online,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.417497,2025-11-20 22:41:26.181468
LKQKm5XdP8CKBxZz5R7vUNBXPKKx5dFkjw7GV,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,78.50,2025-11-13,Touchstone Climbing,,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.416054,2025-11-20 22:41:26.180669
P3j3K5VP7GF3a6eW5rR8TNJ1jppxgPFo6g1ZJ,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,-500.00,2025-11-13,United Airlines,United Airlines,,f,in store,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.416107,2025-11-20 22:41:26.180711
jykyGlzD7oC7eQdwA3WJHwX6PAAkDWh6WDEqx,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,12.00,2025-11-12,McDonald's,McDonald's,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": ""3322""}",2025-11-20 19:28:26.416163,2025-11-20 22:41:26.18077
7ZLZ4EkGXrCAgK5DENJWI7NMRBBGyxCdJeZLw,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,4.33,2025-11-12,Starbucks,Starbucks,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.416222,2025-11-20 22:41:26.180808
eAyAg5n9wZIPJNnZjbEKuKAPD55oZXSr9pg1P,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,89.40,2025-11-11,SparkFun,FUN,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.416274,2025-11-20 22:41:26.180848
MrRry5XaPkCr3VkQ5j8xhqoLNppEraHL6qKVw,gnNnE5qR71iNAjG7e1ogCZLrv9GGEbiE8AjkL,-4.22,2025-11-10,INTRST PYMNT,,,f,other,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.416329,2025-11-20 22:41:26.180879
pKlKq34rAGCkAobXz95NIKejmVVnW5Spoaw3P,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,500.00,2025-10-31,United Airlines,United Airlines,,f,in store,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.416382,2025-11-20 22:41:26.180907
Qx7xr5yjZntxvBgR5GVyTPw1dxxy7juwmv1ER,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,6.33,2025-10-29,Uber 072515 SF**POOL**,Uber,,f,online,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.416437,2025-11-20 22:41:26.180955
waxadjZ4qrty1nxJV6q4hyxy37Qy8nH3mwoWL,gnNnE5qR71iNAjG7e1ogCZLrv9GGEbiE8AjkL,25.00,2025-09-16,CREDIT CARD 3333 PAYMENT *//,,,f,other,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.417667,2025-11-20 22:41:26.18155
ZQpQP5RoB3IQvlE6KJBMUKnKpl6KwghPGpVdv,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,5.40,2025-09-16,Uber 063015 SF**POOL**,Uber,,f,online,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.417719,2025-11-20 22:41:26.181578
dWNWo5byZQFln4EZWpBqtgZgw4dgzPhlRKQeD,Wjpja5n1krt6QZJV5ep3swLo7VKKDdC6Zeoav,5850.00,2025-09-15,ACH Electronic CreditGUSTO PAY 123456,,,f,online,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.41777,2025-11-20 22:41:26.181604
lvJvbK3wA8iDdMxal51NFzAzm6Lze1inRQdj6,8MvMNkXnZzHr97Z1dQDahK619kbbleiW3DvEK,1000.00,2025-09-15,CD DEPOSIT .INITIAL.,,,f,other,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.417822,2025-11-20 22:41:26.181631
LKQKm5XdP8CKBxZz5R7vUNBNg3LNldFqEMpwP,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,78.50,2025-09-14,Touchstone Climbing,,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.417872,2025-11-20 22:41:26.181658
MrRry5XaPkCr3VkQ5j8xhqoq8b7qQatN1vVdA,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,-500.00,2025-09-14,United Airlines,United Airlines,,f,in store,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.417964,2025-11-20 22:41:26.181685
Emnm85Xq3ZCGABJ15Z6psgng57LgEqhrm7kbV,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,2078.50,2025-08-26,AUTOMATIC PAYMENT - THANK,,,f,online,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.418398,2025-11-20 22:41:26.181927
1NLNz18oWnioL5lEqPxnHpnpglNpRriNrRlAb,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,12.00,2025-09-13,McDonald's,McDonald's,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": ""3322""}",2025-11-20 19:28:26.418024,2025-11-20 22:41:26.18172
LKQKm5XdP8CKBxZz5R7vUNBNg3LNldFqEMGVL,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,4.33,2025-09-13,Starbucks,Starbucks,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.418084,2025-11-20 22:41:26.181748
pKlKq34rAGCkAobXz95NIKeKLv4Kg5hbzG3AL,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,89.40,2025-09-12,SparkFun,FUN,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.418134,2025-11-20 22:41:26.181775
5eJedg8W5qtAnBJDE1GKIWeWQJEWzBsb8l7Nb,gnNnE5qR71iNAjG7e1ogCZLrv9GGEbiE8AjkL,-4.22,2025-09-11,INTRST PYMNT,,,f,other,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.418184,2025-11-20 22:41:26.181802
pKlKq34rAGCkAobXz95NIKeKLv4Kg5hbzGVap,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,500.00,2025-09-01,United Airlines,United Airlines,,f,in store,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.418241,2025-11-20 22:41:26.181833
oqWqlBaKyAckmpLgrJNMIBWBZvlBgNC1bD8Wo,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,6.33,2025-08-30,Uber 072515 SF**POOL**,Uber,,f,online,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.418295,2025-11-20 22:41:26.181861
oqWqlBaKyAckmpLgrJNMIBWBZvlBgNC1bD7Ep,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,500.00,2025-08-27,Tectra Inc,,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.418347,2025-11-20 22:41:26.181889
