order_item_id,order_id,product_id,quantity,unit_price,line_total,created_at,updated_at
35,11,42,4,482.54,1930.16,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
36,11,23,2,80.01,160.02,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
37,11,17,5,308.47,1542.35,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
38,12,33,4,383.36,1533.44,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
39,12,38,3,38.38,115.14,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
40,13,19,2,117.61,235.22,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
41,14,47,1,122.18,122.18,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
42,14,51,1,56.22,56.22,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
43,14,34,5,422.42,2112.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
44,14,16,4,191.39,765.56,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
45,14,48,3,261.94,785.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
46,15,87,2,373.20,746.40,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
47,16,29,1,133.19,133.19,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
48,16,82,4,373.78,1495.12,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
49,16,90,3,82.57,247.71,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
50,16,84,4,257.65,1030.60,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
51,16,15,2,196.26,392.52,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
52,17,15,1,196.26,196.26,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
53,17,31,5,64.66,323.30,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
54,17,18,4,90.07,360.28,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
55,17,59,3,247.96,743.88,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
56,18,96,2,97.89,195.78,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
57,18,54,1,103.88,103.88,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
58,18,63,5,334.32,1671.60,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
59,18,53,3,39.70,119.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
60,18,5,3,360.85,1082.55,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
61,19,47,1,122.18,122.18,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
62,19,88,3,14.74,44.22,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
63,20,51,3,56.22,168.66,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
64,21,85,2,320.80,641.60,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
65,22,43,2,359.34,718.68,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
66,23,98,5,88.01,440.05,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
67,24,43,2,359.34,718.68,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
68,24,77,1,441.62,441.62,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
69,25,33,2,383.36,766.72,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
70,25,15,1,196.26,196.26,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
71,25,17,1,308.47,308.47,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
72,25,46,2,122.76,245.52,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
73,25,76,3,273.44,820.32,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
74,26,17,4,308.47,1233.88,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
75,27,58,3,463.92,1391.76,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
76,27,66,5,243.63,1218.15,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
77,27,14,4,388.80,1555.20,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
78,27,65,2,39.87,79.74,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
79,28,39,4,368.63,1474.52,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
80,28,83,1,113.21,113.21,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
81,28,8,4,479.03,1916.12,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
82,28,52,4,211.44,845.76,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
83,28,88,1,14.74,14.74,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
84,29,11,3,486.83,1460.49,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
85,30,36,5,460.06,2300.30,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
86,30,82,5,373.78,1868.90,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
87,31,77,5,441.62,2208.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
88,31,38,4,38.38,153.52,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
89,31,65,5,39.87,199.35,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
90,31,56,1,405.93,405.93,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
91,32,93,2,392.26,784.52,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
92,32,56,4,405.93,1623.72,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
93,32,30,4,344.04,1376.16,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
94,32,44,4,224.67,898.68,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
95,32,52,4,211.44,845.76,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
96,33,41,3,90.91,272.73,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
97,33,48,2,261.94,523.88,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
98,33,88,4,14.74,58.96,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
99,33,9,1,57.39,57.39,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
100,34,13,3,104.22,312.66,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
101,34,17,5,308.47,1542.35,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
102,34,8,5,479.03,2395.15,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
103,34,72,5,338.17,1690.85,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
104,35,46,4,122.76,491.04,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
105,35,93,1,392.26,392.26,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
106,35,37,5,64.82,324.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
107,35,40,3,385.26,1155.78,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
108,36,85,4,320.80,1283.20,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
109,36,29,1,133.19,133.19,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
110,37,98,3,88.01,264.03,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
111,38,99,5,430.71,2153.55,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
112,38,79,5,309.72,1548.60,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
113,38,4,5,124.00,620.00,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
114,38,85,3,320.80,962.40,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
115,38,4,2,124.00,248.00,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
116,39,45,1,120.10,120.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
117,39,24,2,274.10,548.20,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
118,39,73,4,74.13,296.52,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
119,40,96,5,97.89,489.45,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
120,41,44,2,224.67,449.34,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
121,41,48,3,261.94,785.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
122,41,93,3,392.26,1176.78,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
123,41,100,5,159.54,797.70,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
124,42,21,5,141.19,705.95,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
125,42,7,1,352.09,352.09,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
126,43,78,4,87.30,349.20,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
127,43,54,3,103.88,311.64,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
128,43,28,5,41.13,205.65,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
129,43,15,3,196.26,588.78,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
130,44,63,5,334.32,1671.60,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
131,44,86,3,173.44,520.32,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
132,44,6,2,230.11,460.22,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
133,44,51,5,56.22,281.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
134,44,8,1,479.03,479.03,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
135,45,98,3,88.01,264.03,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
136,45,38,3,38.38,115.14,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
137,46,23,2,80.01,160.02,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
138,46,49,5,274.22,1371.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
139,46,91,2,450.50,901.00,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
140,46,65,5,39.87,199.35,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
141,47,51,1,56.22,56.22,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
142,48,41,5,90.91,454.55,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
143,49,38,1,38.38,38.38,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
144,49,52,1,211.44,211.44,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
145,49,42,2,482.54,965.08,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
146,49,80,4,13.83,55.32,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
147,50,56,1,405.93,405.93,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
148,51,11,4,486.83,1947.32,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
149,51,40,3,385.26,1155.78,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
150,51,29,3,133.19,399.57,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
151,51,100,2,159.54,319.08,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
152,51,10,5,405.49,2027.45,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
153,52,45,2,120.10,240.20,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
154,52,31,1,64.66,64.66,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
155,52,19,3,117.61,352.83,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
156,53,23,4,80.01,320.04,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
157,54,83,5,113.21,566.05,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
158,54,42,3,482.54,1447.62,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
159,54,20,4,122.23,488.92,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
160,54,9,4,57.39,229.56,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
161,54,57,3,329.55,988.65,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
162,55,65,1,39.87,39.87,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
163,55,40,4,385.26,1541.04,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
164,55,58,1,463.92,463.92,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
165,56,83,1,113.21,113.21,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
166,57,75,5,314.37,1571.85,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
167,57,95,1,488.34,488.34,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
168,57,58,5,463.92,2319.60,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
169,57,84,2,257.65,515.30,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
170,58,20,1,122.23,122.23,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
171,58,58,1,463.92,463.92,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
172,58,44,1,224.67,224.67,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
173,58,65,2,39.87,79.74,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
174,58,6,2,230.11,460.22,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
175,59,67,5,37.87,189.35,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
176,59,21,3,141.19,423.57,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
177,59,48,3,261.94,785.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
178,59,50,4,241.61,966.44,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
179,59,100,3,159.54,478.62,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
180,60,9,3,57.39,172.17,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
181,60,13,5,104.22,521.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
182,60,87,4,373.20,1492.80,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
183,61,11,5,486.83,2434.15,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
184,61,85,2,320.80,641.60,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
185,61,45,3,120.10,360.30,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
186,62,77,1,441.62,441.62,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
187,62,40,5,385.26,1926.30,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
188,63,86,5,173.44,867.20,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
189,63,12,4,416.41,1665.64,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
190,64,40,2,385.26,770.52,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
191,64,28,3,41.13,123.39,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
192,64,99,4,430.71,1722.84,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
193,65,10,3,405.49,1216.47,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
194,65,13,5,104.22,521.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
195,66,99,5,430.71,2153.55,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
196,66,17,5,308.47,1542.35,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
197,66,49,2,274.22,548.44,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
198,67,6,4,230.11,920.44,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
199,67,47,2,122.18,244.36,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
200,67,57,5,329.55,1647.75,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
201,67,37,4,64.82,259.28,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
202,68,61,2,463.99,927.98,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
203,68,48,5,261.94,1309.70,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
204,68,57,4,329.55,1318.20,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
205,69,68,4,301.57,1206.28,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
206,69,21,2,141.19,282.38,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
207,69,78,2,87.30,174.60,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
208,69,33,1,383.36,383.36,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
209,69,83,4,113.21,452.84,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
210,70,16,3,191.39,574.17,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
211,70,11,2,486.83,973.66,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
212,70,35,4,193.22,772.88,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
213,70,66,2,243.63,487.26,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
214,70,56,1,405.93,405.93,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
215,71,4,4,124.00,496.00,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
216,71,7,4,352.09,1408.36,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
217,71,65,3,39.87,119.61,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
218,72,29,1,133.19,133.19,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
219,72,41,1,90.91,90.91,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
220,72,92,3,112.94,338.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
221,73,37,4,64.82,259.28,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
222,74,79,1,309.72,309.72,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
223,74,11,1,486.83,486.83,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
224,74,33,2,383.36,766.72,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
225,74,20,5,122.23,611.15,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
226,75,100,3,159.54,478.62,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
227,76,31,4,64.66,258.64,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
228,77,15,4,196.26,785.04,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
229,78,74,2,465.22,930.44,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
230,78,92,2,112.94,225.88,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
231,78,38,4,38.38,153.52,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
232,78,1,5,22.26,111.30,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
233,78,46,2,122.76,245.52,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
234,79,68,3,301.57,904.71,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
235,80,61,1,463.99,463.99,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
236,80,82,4,373.78,1495.12,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
237,80,48,3,261.94,785.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
238,80,96,1,97.89,97.89,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
239,81,94,1,377.24,377.24,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
240,81,99,5,430.71,2153.55,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
241,82,46,5,122.76,613.80,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
242,83,90,4,82.57,330.28,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
243,83,81,2,470.08,940.16,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
244,83,18,1,90.07,90.07,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
245,83,92,4,112.94,451.76,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
246,84,26,1,251.82,251.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
247,85,61,3,463.99,1391.97,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
248,85,5,2,360.85,721.70,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
249,85,37,3,64.82,194.46,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
250,85,100,1,159.54,159.54,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
251,85,84,3,257.65,772.95,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
252,86,52,4,211.44,845.76,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
253,86,50,3,241.61,724.83,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
254,86,24,4,274.10,1096.40,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
255,86,89,4,277.34,1109.36,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
256,87,94,4,377.24,1508.96,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
257,88,38,3,38.38,115.14,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
258,88,14,1,388.80,388.80,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
259,88,42,3,482.54,1447.62,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
260,88,40,4,385.26,1541.04,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
261,88,78,4,87.30,349.20,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
262,89,58,1,463.92,463.92,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
263,89,94,3,377.24,1131.72,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
264,89,79,4,309.72,1238.88,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
265,90,86,4,173.44,693.76,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
266,91,19,5,117.61,588.05,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
267,92,9,2,57.39,114.78,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
268,92,100,3,159.54,478.62,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
269,93,20,4,122.23,488.92,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
270,93,48,3,261.94,785.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
271,93,57,1,329.55,329.55,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
272,93,74,2,465.22,930.44,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
273,93,68,3,301.57,904.71,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
274,94,15,1,196.26,196.26,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
275,94,95,2,488.34,976.68,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
276,95,16,3,191.39,574.17,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
277,95,100,3,159.54,478.62,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
278,95,91,4,450.50,1802.00,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
279,95,28,5,41.13,205.65,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
280,95,37,4,64.82,259.28,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
281,96,58,2,463.92,927.84,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
282,97,88,3,14.74,44.22,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
283,98,70,3,301.31,903.93,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
284,98,39,2,368.63,737.26,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
285,98,92,2,112.94,225.88,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
286,98,47,5,122.18,610.90,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
287,98,29,1,133.19,133.19,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
288,99,4,3,124.00,372.00,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
